recency_days,frequency,monetary,avg_order_value,num_returns,email_open_rate,days_since_signup,churned
292,41,3479.47,84.87,4,0.56,751,1
211,35,1206.21,34.46,3,0.6,629,0
284,4,1402.81,350.7,9,0.49,807,1
229,7,220.9,31.56,8,0.36,903,1
234,8,2178.87,272.36,2,0.39,1756,1
225,35,2970.45,84.87,6,0.15,127,1
284,5,1854.09,370.82,5,0.03,1005,1
270,12,2812.14,234.34,2,0.05,665,1
49,24,411.8,17.16,6,0.08,1634,1
301,10,2412.07,241.21,8,0.61,77,1
196,19,3067.62,161.45,0,0.02,278,1
118,15,3517.37,234.49,4,0.7,790,0
188,21,3019.55,143.79,6,0.27,1180,1
352,2,1829.42,914.71,6,0.92,1108,1
313,18,4439.81,246.66,6,0.04,1694,1
304,27,4153.14,153.82,4,0.84,1203,1
169,21,4966.84,236.52,4,0.59,1044,1
286,47,56.54,1.2,5,0.16,1574,1
141,19,313.19,16.48,3,0.52,493,0
250,15,3328.29,221.89,9,0.59,1764,1
233,8,2768.49,346.06,5,0.72,1256,1
91,31,1516.48,48.92,1,0.3,1538,0
97,28,344.45,12.3,1,0.97,1546,0
23,3,296.55,98.85,2,0.47,791,1
51,43,3848.55,89.5,6,0.99,1661,0
158,48,2294.94,47.81,3,0.79,1609,0
174,49,2815.2,57.45,9,0.79,1452,0
61,39,1469.38,37.68,0,0.56,1512,0
152,6,1078.23,179.7,9,0.97,108,1
220,44,3347.07,76.07,3,0.77,723,0
85,21,557.63,26.55,0,0.56,1184,0
124,43,4765.32,110.82,4,0.3,996,0
134,12,1611.4,134.28,7,0.8,1274,1
184,34,4268.98,125.56,7,0.49,1567,0
134,28,2628.59,93.88,4,0.71,195,0
269,23,4239.62,184.33,9,0.12,1447,1
120,18,4063.9,225.77,2,0.82,1158,0
158,3,4247.86,1415.95,1,0.38,1383,1
139,44,1432.17,32.55,6,0.94,1170,0
67,36,830.41,23.07,9,0.02,1700,0
250,46,3498.42,76.05,8,0.89,138,1
86,26,1530.9,58.88,4,0.77,302,0
109,16,1573.06,98.32,6,0.92,267,1
289,31,1201.15,38.75,9,0.13,540,1
346,18,3859.42,214.41,6,0.23,611,1
245,47,4164.05,88.6,6,0.85,923,0
334,27,122.29,4.53,7,0.23,900,1
311,34,4661.64,137.11,8,0.56,319,1
176,32,3638.55,113.7,2,0.99,98,0
281,20,1093.49,54.67,2,0.01,1729,1
120,37,3468.19,93.73,9,0.4,924,1
168,25,2855.26,114.21,3,0.5,1204,1
195,5,4589.05,917.81,6,0.29,1399,1
350,21,3463.13,164.91,9,0.17,1687,1
309,3,2150.9,716.97,1,0.67,1481,1
179,37,795.05,21.49,9,0.33,1194,0
238,34,3978.71,117.02,0,0.92,1516,0
74,44,4856.16,110.37,1,0.5,75,0
293,24,3977.35,165.72,7,0.89,276,1
202,49,3563.09,72.72,8,0.43,1303,1
194,33,4488.46,136.01,2,0.57,625,1
279,19,3569.52,187.87,6,0.39,1082,1
231,15,4845.22,323.01,9,0.16,460,1
27,47,2348.48,49.97,3,0.36,1051,0
105,9,3667.27,407.47,7,0.91,373,1
65,1,2913.99,2913.99,9,0.08,1660,1
268,6,692.6,115.43,9,0.75,584,1
13,34,1266.59,37.25,2,0.63,1511,0
74,39,1858.54,47.65,4,0.84,1037,0
218,25,1208.83,48.35,8,0.76,76,1
253,20,444.53,22.23,5,0.59,1626,1
184,9,18.65,2.07,2,0.73,362,0
314,5,1962.95,392.59,1,0.2,1390,1
335,37,809.75,21.89,7,0.39,664,1
49,13,4917.16,378.24,3,0.63,424,0
347,49,2404.54,49.07,8,0.51,43,1
224,43,4207.15,97.84,7,0.53,1728,0
232,38,2453.95,64.58,8,0.11,1331,1
35,24,2289.63,95.4,7,0.43,502,1
227,18,3638.2,202.12,3,0.36,1686,1
265,42,4470.56,106.44,5,0.55,1580,0
212,3,1550.58,516.86,5,0.03,968,1
31,47,1745.18,37.13,3,0.37,165,0
191,41,3992.0,97.37,6,0.75,1523,0
341,4,1140.57,285.14,3,0.45,1768,1
264,11,4907.77,446.16,6,0.61,1436,1
51,47,3836.45,81.63,0,0.08,1129,0
350,33,1938.48,58.74,9,0.62,1587,1
350,19,693.97,36.52,2,0.53,629,1
62,41,3666.97,89.44,8,0.04,498,0
292,35,2143.1,61.23,3,0.94,1467,1
149,46,3174.41,69.01,3,0.85,811,0
217,20,596.61,29.83,6,0.66,711,1
163,29,293.06,10.11,6,0.96,1404,0
285,31,1208.93,39.0,7,0.81,494,1
363,3,1923.02,641.01,8,0.79,1304,1
290,33,1144.87,34.69,0,0.88,999,0
340,36,1547.72,42.99,4,0.13,1070,1
345,7,4079.6,582.8,5,0.47,462,1
33,40,428.76,10.72,5,0.75,1473,0
93,22,2689.39,122.24,0,0.12,1477,0
263,21,1945.82,92.66,1,0.73,522,0
215,11,1660.92,150.99,4,0.97,922,1
19,42,2465.31,58.7,6,0.27,173,0
35,6,4701.82,783.64,6,0.46,1057,1
190,48,3734.46,77.8,7,0.34,1297,0
225,30,3220.72,107.36,0,0.89,1071,0
62,12,4787.45,398.95,4,0.03,1556,1
63,34,1823.58,53.63,1,0.89,539,0
48,36,3719.64,103.32,3,0.96,440,0
206,13,880.92,67.76,7,0.47,1103,1
3,43,323.9,7.53,5,0.25,433,0
209,1,2700.34,2700.34,3,0.1,616,1
174,7,3793.69,541.96,4,0.65,280,1
170,48,3297.43,68.7,1,0.34,415,0
248,38,1858.26,48.9,5,0.48,714,0
191,24,4571.6,190.48,4,0.65,1711,1
265,16,1770.02,110.63,6,0.23,1701,1
279,32,1977.88,61.81,6,0.95,150,1
335,34,754.17,22.18,8,0.07,1143,1
291,4,4578.56,1144.64,1,0.3,1034,1
189,22,440.77,20.04,2,0.83,960,1
180,31,3513.54,113.34,3,0.77,625,0
86,29,1387.75,47.85,2,0.81,594,0
219,38,1803.94,47.47,0,0.39,1212,0
51,45,1205.66,26.79,2,0.37,603,0
339,3,1843.33,614.44,2,0.17,1300,1
308,27,1802.83,66.77,5,0.6,366,1
44,26,4014.66,154.41,4,0.4,575,0
287,11,4775.08,434.1,6,0.44,1644,1
43,7,488.28,69.75,9,0.39,39,1
263,45,898.98,19.98,4,0.1,1283,1
32,8,4146.73,518.34,6,0.59,1000,0
178,22,3799.26,172.69,3,0.53,43,1
240,31,3097.41,99.92,5,0.73,766,1
266,24,1476.76,61.53,3,0.02,1382,1
153,31,1120.33,36.14,7,0.04,1035,0
336,2,4715.61,2357.8,9,0.52,256,1
282,28,1250.23,44.65,8,0.26,1291,1
76,40,1390.96,34.77,6,0.68,813,0
245,25,1663.5,66.54,5,0.27,1015,1
266,49,3428.05,69.96,6,0.62,969,0
122,24,2787.68,116.15,0,0.4,854,0
269,16,3695.46,230.97,6,0.19,1412,1
328,24,3070.83,127.95,1,0.21,366,1
298,15,3742.63,249.51,5,0.81,1423,1
278,17,4361.08,256.53,6,0.78,1152,1
231,23,2734.34,118.88,7,0.03,426,1
99,13,1260.58,96.97,7,0.26,1453,1
290,2,2020.94,1010.47,6,0.62,1569,1
133,14,799.34,57.1,8,0.05,436,1
194,2,4617.12,2308.56,1,0.49,319,1
115,45,2195.08,48.78,1,0.8,62,0
114,43,4179.69,97.2,9,0.46,1713,1
58,14,4705.5,336.11,1,0.74,143,0
350,44,1803.59,40.99,6,0.42,193,1
54,19,648.03,34.11,0,0.88,1299,0
32,19,3906.95,205.63,2,0.36,55,0
341,25,2967.41,118.7,0,0.55,935,1
203,45,3730.87,82.91,1,0.19,1294,1
160,37,1917.64,51.83,6,0.9,935,0
269,32,42.64,1.33,0,0.34,728,1
140,39,3977.67,101.99,3,0.85,1527,0
47,43,4691.32,109.1,7,0.35,1289,0
266,36,4367.83,121.33,3,0.5,583,1
65,23,3808.59,165.59,1,0.71,1591,0
202,15,1594.55,106.3,8,0.13,1763,1
346,23,1388.31,60.36,0,0.0,1262,1
341,8,1624.88,203.11,0,0.87,1568,1
132,30,3118.5,103.95,8,0.23,1452,1
285,41,3693.38,90.08,0,0.36,1282,1
224,2,2204.2,1102.1,9,0.26,1321,1
175,43,2331.29,54.22,7,0.34,1300,0
51,32,2949.56,92.17,3,0.78,1542,0
137,45,1143.34,25.41,8,0.41,539,0
238,35,4847.32,138.49,5,0.31,1369,1
360,43,1394.11,32.42,5,0.17,724,1
2,37,4897.99,132.38,3,0.98,1437,0
262,18,533.74,29.65,0,0.72,1512,1
309,27,2861.84,105.99,8,0.86,1243,1
347,8,4267.07,533.38,7,0.44,108,1
155,42,549.02,13.07,7,0.49,1056,0
44,33,3013.27,91.31,9,0.61,1772,0
99,29,612.3,21.11,8,0.64,780,0
310,32,1045.55,32.67,0,0.13,1418,1
320,35,662.39,18.93,2,0.46,205,1
232,13,1842.63,141.74,3,0.67,664,1
45,31,1304.12,42.07,4,0.24,1312,0
45,31,4624.85,149.19,3,0.19,1769,0
175,34,4893.55,143.93,8,0.78,132,0
215,49,1396.73,28.5,7,0.28,1737,0
12,17,3913.5,230.21,0,0.96,985,0
250,9,3894.6,432.73,7,0.2,1590,1
199,49,1676.79,34.22,5,0.99,1407,0
5,19,1141.61,60.08,0,0.4,1139,0
35,14,3857.33,275.52,4,0.12,1605,1
166,20,1559.58,77.98,1,0.93,407,0
264,39,40.0,1.03,2,0.98,523,0
301,11,1662.9,151.17,1,0.73,662,1
157,1,3369.71,3369.71,4,0.92,1689,1
108,39,1462.56,37.5,8,0.01,104,1
353,26,1534.02,59.0,6,0.31,946,1
167,35,864.39,24.7,4,0.83,487,0
115,14,1168.62,83.47,9,0.27,1147,1
162,11,3608.66,328.06,3,0.1,36,1
5,23,3575.07,155.44,9,0.85,1389,0
110,43,4335.69,100.83,7,0.21,795,0
188,37,2437.53,65.88,5,0.83,537,0
335,21,2407.41,114.64,5,0.56,43,1
269,9,2379.94,264.44,7,0.24,749,1
285,27,1537.16,56.93,3,0.21,992,1
199,3,4814.18,1604.73,4,0.85,131,1
41,34,413.2,12.15,6,0.83,309,0
143,22,3651.23,165.96,6,0.34,1799,1
363,43,2394.39,55.68,3,0.05,565,1
17,48,4622.99,96.31,0,0.06,1049,0
321,12,237.0,19.75,0,0.74,330,1
250,6,3433.08,572.18,0,0.35,57,1
104,30,2196.98,73.23,0,0.27,1372,0
284,3,57.23,19.08,3,0.16,1443,1
305,33,2120.88,64.27,3,0.95,1366,1
16,44,2291.65,52.08,4,0.85,1468,0
39,44,3662.55,83.24,8,0.6,285,0
243,38,3281.37,86.35,2,0.96,607,0
364,38,3584.48,94.33,4,0.58,52,1
9,13,3699.09,284.55,9,0.54,650,0
243,45,2784.38,61.88,0,0.04,1767,1
50,37,3475.78,93.94,1,0.36,786,0
237,4,2652.42,663.1,5,0.1,396,1
227,30,2644.53,88.15,8,0.26,1758,1
33,21,4483.54,213.5,2,0.24,1611,1
248,8,139.6,17.45,0,0.32,126,1
327,16,4604.33,287.77,7,0.14,1722,1
315,46,4494.4,97.7,2,0.62,361,1
11,25,3612.38,144.5,6,0.85,699,0
90,8,4186.2,523.28,0,0.41,576,1
88,40,206.35,5.16,2,0.44,1133,0
165,12,2780.73,231.73,2,0.85,1021,1
53,25,1949.27,77.97,1,0.15,402,0
311,7,3054.41,436.34,5,0.55,123,1
283,2,1580.37,790.18,1,0.64,1800,1
295,49,3558.07,72.61,4,0.7,511,0
73,33,2646.37,80.19,1,0.47,1123,0
6,30,433.5,14.45,2,0.88,1275,0
332,1,3729.97,3729.97,2,0.21,1760,1
106,30,1682.47,56.08,9,0.24,1122,1
239,5,3801.26,760.25,3,0.37,1112,1
332,8,3339.18,417.4,6,0.51,1585,1
14,36,4700.89,130.58,9,0.63,514,0
2,26,3694.46,142.09,6,0.27,525,0
2,41,1034.76,25.24,4,0.61,1254,0
57,18,1341.47,74.53,4,1.0,1395,0
19,16,4543.78,283.99,6,0.9,1090,0
299,41,1238.19,30.2,2,0.23,274,1
221,28,2792.38,99.73,5,0.74,400,0
357,45,3422.14,76.05,1,0.67,180,1
292,27,522.08,19.34,8,0.5,899,1
351,10,851.3,85.13,1,0.96,695,1
87,3,3084.43,1028.14,2,0.05,1602,1
105,11,2748.91,249.9,6,0.21,307,1
310,27,160.86,5.96,1,0.08,1788,1
90,33,3571.96,108.24,4,0.06,361,0
21,1,315.38,315.38,5,0.67,721,0
244,14,3735.3,266.81,1,0.02,1801,1
292,41,933.34,22.76,1,0.56,1680,0
353,20,2636.24,131.81,3,0.61,544,1
338,37,3179.19,85.92,6,0.3,101,1
44,19,1330.32,70.02,9,0.01,1393,1
282,14,1894.78,135.34,3,0.61,932,1
308,34,2764.17,81.3,6,0.79,839,1
255,13,4064.97,312.69,9,0.16,1787,1
299,33,3128.19,94.79,9,0.69,1048,1
306,10,1576.41,157.64,6,0.77,1612,1
163,37,1894.03,51.19,2,0.68,1197,0
15,47,2962.5,63.03,7,0.1,905,0
167,45,2648.5,58.86,8,0.27,1525,0
74,42,4849.88,115.47,3,0.93,944,0
42,1,2752.35,2752.35,5,0.4,1748,0
46,42,1514.44,36.06,1,0.1,1050,0
254,31,4814.31,155.3,8,0.41,907,1
184,23,4967.2,215.97,6,0.81,876,1
197,40,1354.4,33.86,1,0.15,1727,0
272,40,3277.65,81.94,0,0.85,34,1
200,46,21.64,0.47,2,0.83,251,0
230,29,4793.37,165.29,1,0.22,274,1
32,35,4470.04,127.72,9,0.39,444,0
310,15,1396.12,93.07,9,0.42,1795,1
164,33,167.63,5.08,2,0.92,753,0
57,22,883.98,40.18,4,0.89,382,0
297,32,4482.67,140.08,3,0.59,30,1
268,21,2760.5,131.45,6,0.54,527,1
20,9,2412.78,268.09,5,0.5,383,0
71,18,3770.24,209.46,5,0.21,1177,1
6,17,2684.97,157.94,9,0.37,834,0
99,12,3935.8,327.98,4,0.92,1767,0
37,6,4104.62,684.1,5,0.09,338,1
259,20,1296.03,64.8,7,0.76,698,1
191,25,2658.48,106.34,8,0.15,253,1
357,30,2311.1,77.04,8,0.16,311,1
273,31,3390.98,109.39,4,0.59,1112,1
223,10,2062.52,206.25,9,0.48,1326,1
186,8,1958.84,244.86,3,0.3,940,1
20,7,4453.27,636.18,9,0.5,1552,1
26,34,4026.97,118.44,0,0.38,270,0
225,34,4813.44,141.57,7,0.27,1789,1
2,26,587.05,22.58,1,0.72,662,0
16,26,2214.29,85.16,7,0.08,1492,0
80,32,4087.23,127.73,5,0.98,241,0
322,18,3769.42,209.41,7,0.89,76,1
168,37,2220.78,60.02,6,0.02,1593,1
259,45,2044.84,45.44,2,0.43,1691,1
150,12,3266.67,272.22,1,0.73,1761,0
64,23,3648.01,158.61,5,0.32,864,1
136,16,3960.24,247.52,1,0.86,1259,1
34,17,819.09,48.18,2,0.43,603,0
281,20,2235.19,111.76,6,0.33,381,1
67,11,3152.14,286.56,9,0.98,1570,1
138,18,3878.25,215.46,8,0.99,738,0
357,16,332.93,20.81,9,0.63,163,1
216,40,3292.77,82.32,9,0.45,1043,1
167,14,558.66,39.9,8,0.7,1071,1
198,5,1929.76,385.95,3,0.42,1438,1
286,43,1152.57,26.8,9,0.3,1259,1
93,45,467.84,10.4,4,0.96,345,0
232,44,827.98,18.82,8,0.53,824,0
318,9,2991.56,332.4,1,0.9,1497,1
209,21,2549.74,121.42,4,0.13,316,1
163,15,4450.75,296.72,0,0.04,1298,1
53,13,1151.28,88.56,7,0.36,159,0
91,45,398.4,8.85,9,0.57,748,0
345,7,2053.66,293.38,9,0.69,963,1
198,30,3816.1,127.2,7,0.34,1272,1
110,36,532.67,14.8,0,0.98,1230,0
153,4,56.48,14.12,3,0.25,1479,1
211,44,3682.21,83.69,0,0.5,1777,0
196,12,406.07,33.84,8,0.62,1500,1
255,21,1854.56,88.31,7,0.72,929,1
94,27,1738.11,64.37,2,0.32,510,0
237,43,29.23,0.68,6,0.59,1686,1
162,49,4923.53,100.48,3,0.23,212,0
343,13,3115.78,239.68,5,0.07,1262,1
58,21,1238.27,58.97,4,0.79,1483,0
55,30,1904.1,63.47,4,0.82,133,0
169,21,3331.23,158.63,5,0.66,787,1
186,4,3934.35,983.59,3,0.71,726,1
252,39,2026.22,51.95,2,0.72,1583,0
148,28,2795.54,99.84,2,0.23,602,1
333,7,1699.2,242.74,5,0.45,1568,1
173,32,101.63,3.18,2,0.4,952,1
48,45,1217.72,27.06,0,0.81,895,0
44,32,2608.23,81.51,6,0.62,407,0
355,24,1462.33,60.93,6,0.46,774,1
49,39,534.16,13.7,6,0.3,754,0
346,14,4486.54,320.47,9,0.61,604,1
102,5,3556.31,711.26,4,0.96,689,0
35,25,4341.38,173.66,0,0.79,961,0
111,14,1951.01,139.36,0,0.5,545,0
224,25,3605.64,144.23,3,0.12,1309,1
156,34,3175.7,93.4,2,0.62,100,0
286,42,1739.56,41.42,8,0.49,339,1
223,30,1703.32,56.78,1,0.78,909,1
146,30,2935.23,97.84,7,0.78,1296,1
232,47,69.31,1.47,8,0.24,546,0
354,45,466.38,10.36,2,0.48,825,1
150,39,3255.13,83.46,3,0.0,1712,1
56,45,3878.27,86.18,3,0.98,959,0
149,24,340.95,14.21,7,0.14,319,1
306,38,2342.38,61.64,8,0.99,278,0
80,27,3661.6,135.61,5,0.86,456,0
346,31,2024.1,65.29,8,0.25,381,1
215,33,622.22,18.86,9,0.39,1768,1
219,4,3233.67,808.42,1,0.54,409,1
116,1,4677.9,4677.9,3,0.31,898,1
336,47,4503.4,95.82,1,0.78,123,0
14,18,4346.75,241.49,4,0.46,1367,0
109,3,4814.51,1604.84,1,0.71,1484,0
153,6,4049.4,674.9,3,0.94,1229,1
174,2,1312.39,656.2,2,0.41,1817,1
173,12,4221.78,351.82,6,0.32,1630,1
54,36,3920.81,108.91,4,0.05,1514,0
83,41,3586.75,87.48,4,0.05,1033,0
35,4,4321.34,1080.34,0,0.94,498,0
209,27,46.8,1.73,8,0.99,1817,0
128,33,2587.53,78.41,7,0.54,411,1
206,43,3947.18,91.79,1,0.16,1614,1
215,45,1550.49,34.46,1,0.97,1440,0
256,44,899.75,20.45,0,0.09,598,1
200,36,706.69,19.63,3,0.87,1096,0
236,40,2969.56,74.24,4,0.07,1056,1
214,37,2574.58,69.58,8,0.61,523,1
238,38,1901.75,50.05,5,0.04,1809,1
225,45,4543.05,100.96,5,0.43,577,0
116,9,3668.05,407.56,8,0.74,188,0
90,5,2692.32,538.46,9,0.98,353,0
287,14,3898.33,278.45,2,0.01,462,1
125,47,1940.23,41.28,5,0.42,1244,0
200,35,2401.02,68.6,2,0.05,1552,0
72,24,4365.47,181.89,8,0.18,1054,1
158,15,4180.46,278.7,5,0.34,520,1
193,10,3268.04,326.8,6,0.35,319,1
228,19,2165.57,113.98,9,0.93,408,1
192,47,3822.82,81.34,2,0.88,1177,0
132,46,3723.86,80.95,1,0.27,1383,0
351,48,1955.7,40.74,4,0.05,1446,1
187,35,1709.17,48.83,4,0.33,1762,1
295,29,4107.11,141.62,2,0.97,608,1
269,6,4241.07,706.84,8,0.95,57,1
204,30,763.84,25.46,1,0.02,33,1
323,36,4051.64,112.55,1,0.86,1057,1
47,21,2407.55,114.65,5,0.85,499,0
336,39,2205.37,56.55,4,0.24,1407,1
310,29,1670.57,57.61,7,0.29,876,1
184,45,1857.58,41.28,2,0.13,913,0
267,6,3981.65,663.61,0,0.3,719,1
190,34,3230.9,95.03,5,0.74,1493,1
98,17,1960.11,115.3,0,0.48,1482,0
292,5,3362.99,672.6,6,0.06,69,1
90,15,2368.85,157.92,9,0.33,279,0
115,38,2383.14,62.71,7,0.72,469,0
190,10,4737.99,473.8,8,0.32,84,1
305,33,2553.17,77.37,7,0.05,1093,1
140,10,3603.6,360.36,0,0.48,1820,1
180,23,3218.47,139.93,1,0.09,1425,1
16,8,3306.77,413.35,7,0.72,1414,1
43,38,3073.98,80.89,3,0.35,1254,0
21,43,1467.11,34.12,5,0.54,1432,0
27,26,4700.13,180.77,4,0.0,1198,0
317,20,1311.89,65.59,4,0.94,1581,1
307,46,3418.88,74.32,6,0.05,1189,1
300,47,2782.64,59.21,9,0.59,1784,0
21,46,2328.99,50.63,6,0.96,1294,0
29,39,1117.88,28.66,8,0.48,923,0
103,12,3578.09,298.17,5,0.86,1793,1
206,8,358.15,44.77,4,0.76,1713,1
122,22,4312.0,196.0,6,0.42,632,0
178,28,3918.4,139.94,6,0.43,1058,1
63,10,3765.44,376.54,5,0.9,1466,0
267,8,192.31,24.04,0,0.12,1483,1
115,17,4891.23,287.72,3,0.86,1395,0
25,18,520.78,28.93,8,0.49,1342,0
271,11,1760.93,160.08,2,0.96,1600,1
329,23,2403.71,104.51,5,0.79,1533,1
6,26,4567.66,175.68,4,0.04,775,0
159,5,3707.88,741.58,7,0.2,1044,1
302,1,1472.89,1472.89,9,0.04,888,1
258,2,3565.77,1782.88,9,0.12,1157,1
312,39,992.46,25.45,8,0.97,1108,1
152,40,2473.13,61.83,7,0.25,1000,1
136,8,754.99,94.37,5,0.17,872,1
259,47,642.74,13.68,3,0.98,334,0
56,14,4647.28,331.95,0,0.01,1717,1
88,44,3356.58,76.29,8,0.54,1660,0
219,9,523.88,58.21,7,0.06,366,1
244,41,1966.75,47.97,3,0.62,986,1
44,18,4335.16,240.84,3,0.4,846,0
186,39,1302.78,33.4,8,0.77,391,1
133,4,4159.94,1039.98,0,0.31,748,1
183,29,318.75,10.99,4,0.12,95,1
349,43,1373.19,31.93,8,0.21,300,1
28,7,2982.65,426.09,5,0.12,1295,1
363,21,2097.42,99.88,4,0.75,840,1
164,44,3823.69,86.9,6,0.5,1749,0
282,46,4075.9,88.61,9,0.26,1605,1
155,25,334.04,13.36,1,0.25,1623,1
114,3,1697.78,565.93,3,0.32,1476,1
281,47,4472.8,95.17,5,0.4,969,1
251,9,3196.68,355.19,9,0.83,901,1
53,21,1662.98,79.19,4,0.03,1807,1
257,41,2944.7,71.82,6,0.78,214,0
275,6,986.8,164.47,0,0.19,823,1
142,23,4825.15,209.79,3,0.39,1285,1
337,31,3966.67,127.96,0,0.21,1065,1
234,3,1687.6,562.53,9,0.1,816,1
122,24,1977.67,82.4,5,0.78,508,0
4,3,3844.23,1281.41,3,0.99,1435,0
246,32,3085.1,96.41,3,0.3,79,1
77,44,2727.5,61.99,8,0.83,1157,0
276,10,1005.3,100.53,5,0.14,861,1
192,13,2819.06,216.85,4,0.02,131,1
170,7,4698.84,671.26,8,0.3,320,1
60,21,1828.25,87.06,2,0.87,802,0
259,1,3619.08,3619.08,9,0.28,1510,1
61,44,116.54,2.65,3,0.75,1795,0
153,5,3946.68,789.34,3,0.94,1409,0
305,33,3526.26,106.86,3,0.93,886,1
336,16,428.36,26.77,3,1.0,1294,1
361,38,4729.63,124.46,5,0.78,1428,1
349,3,4936.04,1645.35,4,0.93,1714,1
203,24,3387.9,141.16,3,0.39,1062,1
73,5,3523.45,704.69,5,0.01,251,1
306,35,2499.35,71.41,1,0.06,1301,1
292,10,52.26,5.23,5,0.21,965,1
361,29,2649.07,91.35,5,0.59,749,1
237,20,4479.49,223.97,6,0.59,675,1
52,9,3117.36,346.37,0,0.83,526,0
184,10,4822.34,482.23,7,0.79,298,1
164,29,4697.6,161.99,6,0.48,477,0
307,11,1359.65,123.6,6,0.1,1820,1
143,46,3619.9,78.69,3,0.49,1135,0
120,38,3490.14,91.85,6,0.64,1382,0
30,17,4998.11,294.01,8,0.33,1534,0
305,20,1720.82,86.04,4,0.91,644,1
275,25,475.92,19.04,5,0.96,1641,0
16,40,433.07,10.83,2,0.37,1767,0
158,21,2547.72,121.32,6,0.96,1138,0
175,21,4014.23,191.15,5,0.39,435,1
171,34,2749.98,80.88,6,0.49,1221,0
335,13,4954.15,381.09,5,0.77,1626,1
55,31,4155.11,134.04,7,0.81,1196,0
112,19,4842.56,254.87,3,0.47,725,0
66,24,499.7,20.82,9,0.07,798,1
89,38,491.65,12.94,6,0.91,94,0
331,3,4668.21,1556.07,8,0.76,205,1
343,32,1758.14,54.94,3,0.54,1211,1
17,13,325.5,25.04,3,0.29,47,1
231,1,1423.35,1423.35,6,0.26,1076,1
85,16,673.44,42.09,4,0.71,1636,1
71,39,4032.7,103.4,7,0.28,1464,0
107,36,4718.12,131.06,3,0.71,964,0
71,13,3981.12,306.24,4,0.7,186,0
179,20,590.52,29.53,6,0.3,1242,1
363,43,3654.07,84.98,9,0.74,1394,1
214,19,94.11,4.95,1,0.58,1342,1
264,13,1470.17,113.09,7,0.53,1808,1
180,22,550.97,25.04,8,0.49,1569,1
6,39,4336.1,111.18,7,0.27,1195,0
31,22,1501.96,68.27,2,0.86,247,0
98,26,4564.06,175.54,4,0.82,1540,0
89,36,46.37,1.29,8,0.3,335,0
306,43,2381.21,55.38,9,0.64,218,0
308,33,4655.32,141.07,3,0.7,1383,1
311,20,1309.41,65.47,7,0.52,1283,1
233,38,2780.38,73.17,9,0.47,124,1
203,39,1395.36,35.78,9,0.3,738,1
237,11,633.44,57.59,7,0.94,320,1
149,35,4306.24,123.04,6,0.56,97,1
244,37,841.37,22.74,0,0.34,1508,1
290,15,2736.07,182.4,8,0.15,283,1
278,15,2738.07,182.54,1,0.14,841,1
224,34,80.54,2.37,1,0.56,1211,1
22,1,4363.34,4363.34,9,0.8,698,1
264,15,441.51,29.43,4,0.55,848,1
134,32,1765.72,55.18,2,0.12,185,0
271,23,1218.66,52.99,4,0.6,318,1
197,1,562.15,562.15,5,0.39,178,1
321,7,2342.19,334.6,6,0.49,1620,1
124,5,4107.19,821.44,1,0.76,912,0
340,27,4743.1,175.67,4,0.34,1074,1
308,3,75.62,25.21,8,0.15,1720,1
121,38,4923.14,129.56,6,0.97,780,0
176,30,3413.54,113.78,2,0.8,444,1
194,25,2011.22,80.45,5,0.7,1193,1
280,11,2545.08,231.37,7,0.41,190,1
251,10,2184.17,218.42,2,0.47,788,1
311,40,1246.6,31.16,6,0.55,292,1
135,31,4564.9,147.25,6,0.66,1242,1
184,18,403.62,22.42,8,0.3,883,1
157,11,2376.72,216.07,7,0.11,595,1
332,17,4303.78,253.16,3,0.1,550,1
112,15,2037.22,135.81,7,0.44,1644,1
214,26,1376.44,52.94,0,0.33,969,1
44,13,2027.0,155.92,5,0.62,1008,0
310,38,4705.87,123.84,2,0.46,799,1
140,3,3079.71,1026.57,8,0.63,67,1
124,35,754.64,21.56,1,0.6,903,0
213,1,3818.31,3818.31,2,0.82,563,1
182,11,100.37,9.12,5,0.47,426,1
309,46,953.05,20.72,5,0.18,938,1
194,38,3057.9,80.47,1,0.35,1323,0
189,49,428.16,8.74,0,0.31,686,0
39,25,180.93,7.24,1,0.78,381,0
8,7,3124.96,446.42,9,0.08,1233,1
146,49,4936.46,100.74,8,0.76,1645,0
364,38,625.3,16.46,9,0.95,445,1
334,26,4994.28,192.09,9,0.5,63,1
229,38,2516.8,66.23,0,0.51,1761,0
230,15,4082.44,272.16,7,0.87,355,1
143,39,3047.04,78.13,7,0.3,277,0
65,38,1941.29,51.09,5,0.76,1063,0
4,7,646.24,92.32,9,0.25,985,1
124,2,3181.91,1590.96,2,0.1,61,1
116,42,4781.01,113.83,2,0.93,322,0
70,36,1512.51,42.01,7,0.21,1178,0
95,15,2242.38,149.49,8,0.67,1342,1
10,27,2373.83,87.92,2,0.84,136,0
222,2,565.6,282.8,8,0.16,393,1
338,9,109.69,12.19,2,0.37,529,1
252,5,4536.7,907.34,7,0.77,1130,1
164,2,3561.98,1780.99,3,0.86,1590,1
153,7,4936.45,705.21,4,0.18,244,1
112,3,4571.42,1523.81,5,0.89,1321,1
52,47,4578.99,97.43,7,0.87,1024,0
218,5,870.04,174.01,0,0.11,1304,1
207,7,2697.79,385.4,4,0.51,1679,1
3,24,2007.49,83.65,0,0.77,1731,0
152,30,3182.71,106.09,6,0.33,1287,1
102,35,4051.75,115.76,8,0.61,309,0
